"Unique.ID","Grantor","Grantee","Program","Year","Date","EndDate","Amount","AmendmentNumber","Funding.Agency","Funding.Source","Category","Location","Issued","Funding.Type","Years","Average.By.Year","City.Year","Population","Amount.Per.Capita","Amount.Per.PEH","Population.PEH","ExpenditureType"
"1066","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$435.30","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$2.77","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$2,642.96","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.01","$16.83","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$1,078.77","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$6.87","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$435.30","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$2.77","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$609.42","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$3.88","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$1.00","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$0.01","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$125.00","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$0.80","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$261.18","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$1.66","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$600.00","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$3.82","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$1,654.14","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.01","$10.54","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$600.00","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$3.82","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$934.45","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$5.95","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$1,149.26","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$7.32","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"8/25/2021","","$240.99","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$1.53","157","Crisis Management"
"","City of Chula Vista","KIKU GARDENS","Tenant-Based Rental Assistance",2021,"9/1/2021","","$1,094.00","","","HOME","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$6.97","157","Prevention"
"16111-A3","City of Chula Vista","SBCS CORPORATION","Rapid Re-Housing",2021,"9/9/2021","","$2,119.00","","","ESG","Rapid Rehousing Services","","","",NA,"","City of Chula Vista|2021","277220","$0.01","$13.50","157","Diversion"
"16111-A3","City of Chula Vista","SBCS CORPORATION","Rapid Re-Housing",2021,"9/9/2021","","$3,628.00","","","ESG","Rapid Rehousing Services","","","",NA,"","City of Chula Vista|2021","277220","$0.01","$23.11","157","Diversion"
"16111-A3","City of Chula Vista","SBCS CORPORATION","Rapid Re-Housing",2021,"9/21/2021","","$2,859.00","","","ESG","Rapid Rehousing Services","","","",NA,"","City of Chula Vista|2021","277220","$0.01","$18.21","157","Diversion"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"9/23/2021","","$686.49","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$4.37","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"9/23/2021","","$98.07","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$0.62","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"9/23/2021","","$196.14","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$1.25","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"9/23/2021","","$600.00","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$3.82","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"9/23/2021","","$1,005.18","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$6.40","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"9/23/2021","","$125.00","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$0.80","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"9/23/2021","","$1.02","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$0.01","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"9/23/2021","","$914.27","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$5.82","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"9/23/2021","","$24.33","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$0.15","157","Crisis Management"
"16111-A3","City of Chula Vista","SBCS CORPORATION","Rapid Re-Housing",2021,"10/25/2021","","$2,770.00","","","ESG","Rapid Rehousing Services","","","",NA,"","City of Chula Vista|2021","277220","$0.01","$17.64","157","Diversion"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"10/26/2021","","$125.00","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$0.80","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"10/26/2021","","$435.30","","","ESG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$2.77","157","Crisis Management"
"","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"10/26/2021","","$560.30","","","ESG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$3.57","157","Crisis Management"
"16111-A3","City of Chula Vista","SBCS CORPORATION","Rapid Re-Housing",2021,"11/18/2021","","$2,770.00","","","ESG","Rapid Rehousing Services","","","",NA,"","City of Chula Vista|2021","277220","$0.01","$17.64","157","Diversion"
"1066","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"12/23/2021","","$386.18","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$2.46","157","Crisis Management"
"1066","City of Chula Vista","ONE TIME VENDOR","Hotel/Motel Voucher",2021,"12/23/2021","","$560.30","","","CDBG","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$3.57","157","Crisis Management"
"","City of Chula Vista","KIKU GARDENS","Tenant-Based Rental Assistance",2021,"12/28/2021","","$212.00","","","HOME","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$1.35","157","Prevention"
"","City of Chula Vista","KIKU GARDENS","Tenant-Based Rental Assistance",2021,"12/28/2021","","$212.00","","","HOME","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$1.35","157","Prevention"
"","City of Chula Vista","KIKU GARDENS","Tenant-Based Rental Assistance",2021,"12/28/2021","","$212.00","","","HOME","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.00","$1.35","157","Prevention"
"","City of Chula Vista","MARK II, LP","Tenant-Based Rental Assistance",2021,"12/28/2021","","$1,668.00","","","Housing Authority","#N/A","","","",NA,"","City of Chula Vista|2021","277220","$0.01","$10.62","157","Prevention"
"","City of El Cajon","Crisis House","Housing Navigator",2016,"07/01/15","06/30/16","$7,699.00","","U.S. Department of Housing and Urban Development","","#N/A","","","",NA,"","City of El Cajon|2016","","$0.00","$0.00","321","Crisis Management"
"","City of El Cajon","Crisis House","Improve Fencing",2018,"07/01/18","06/30/19","$19,725.00","","U.S. Department of Housing and Urban Development","","Facilities Improvements","","","",NA,"","City of El Cajon|2018","","$0.00","$0.00","580","Crisis Management"
"","City of El Cajon","Crisis House","HVAC Replacements",2019,"07/01/19","06/30/20","$48,449.35","","U.S. Department of Housing and Urban Development","","Facilities Improvements","","","",NA,"","City of El Cajon|2019","","$0.00","$0.00","787","Crisis Management"
"","City of El Cajon","Crisis House","Acquisition of Facilility for Provision of Homeless",2019,"11/20/20","06/30/31","$700,000.00","","U.S. Department of Housing and Urban Development","","#N/A","","","",NA,"","City of El Cajon|2019","","$0.00","$0.00","787","Crisis Management"
"","City of El Cajon","East County Transitional Living Center","ECTLC Emergency Shelter Program",2017,"07/01/16","06/30/17","$100,000.00","","U.S. Department of Housing and Urban Development","","#N/A","","","",NA,"","City of El Cajon|2017","","$0.00","$0.00","453","Crisis Management"
"","City of El Cajon","East County Transitional Living Center","ECTLC Emergency Shelter Program",2016,"07/01/15","06/30/16","$100,614.00","","U.S. Department of Housing and Urban Development","","#N/A","","","",NA,"","City of El Cajon|2016","","$0.00","$0.00","321","Crisis Management"
"","City of El Cajon","East County Transitional Living Center","ECTLC Emergency Shelter Program",2015,"07/01/14","06/30/15","$120,000.00","","U.S. Department of Housing and Urban Development","","#N/A","","","",NA,"","City of El Cajon|2015","","$0.00","$0.00","711","Crisis Management"
"","City of El Cajon","East County Transitional Living Center","ECTLC Emergency Shelter Program",2014,"07/01/13","06/30/14","$75,000.00","","U.S. Department of Housing and Urban Development","","#N/A","","","",NA,"","City of El Cajon|2014","","$0.00","$0.00","#N/A","Crisis Management"
"","City of El Cajon","East County Transitional Living Center","Railing Replacement",2020,"07/01/20","06/30/21","$25,000.00","","U.S. Department of Housing and Urban Development","","Facilities Improvements","","","",NA,"","City of El Cajon|2020","","$0.00","$0.00","784","Crisis Management"
"","City of El Cajon","East County Transitional Living Center","Security Fencing",2019,"07/01/19","06/30/20","$23,000.00","","U.S. Department of Housing and Urban Development","","Facilities Improvements","","","",NA,"","City of El Cajon|2019","","$0.00","$0.00","787","Crisis Management"
"","City of El Cajon","East County Transitional Living Center","CDBG-CV Emergency Shelter",2020,"06/30/21","04/30/23","$175,690.52","2","U.S. Department of Housing and Urban Development","","#N/A","","","",NA,"","City of El Cajon|2020","","$0.00","$0.00","784","Crisis Management"
"","City of El Cajon","East County Transitional Living Center","Emergency Shelter Program for Homeless",2021,"07/01/21","06/30/22","$100,000.00","","U.S. Department of Housing and Urban Development","","Emergency Shelter","","","",NA,"","City of El Cajon|2021","","$0.00","$0.00","738","Crisis Management"
"","City of El Cajon","East County Transitional Living Center","Emergency Shelter Program for Homeless",2020,"07/01/20","06/30/21","$100,000.00","","U.S. Department of Housing and Urban Development","","Emergency Shelter","","","",NA,"","City of El Cajon|2020","","$0.00","$0.00","784","Crisis Management"
"","City of El Cajon","East County Transitional Living Center","Emergency Shelter Program for Homeless",2019,"07/01/19","06/30/20","$100,000.00","","U.S. Department of Housing and Urban Development","","Emergency Shelter","","","",NA,"","City of El Cajon|2019","","$0.00","$0.00","787","Crisis Management"
"","City of El Cajon","East County Transitional Living Center","Emergency Shelter Program for the Homeless",2020,"05/13/20","06/30/21","$185,294.00","","U.S. Department of Housing and Urban Development","","#N/A","","","",NA,"","City of El Cajon|2020","","$0.00","$0.00","784","Crisis Management"
"2009110409-0200.pdf","City of El Cajon","Home Start","Outreach Services",2020,"09/01/20","08/31/21","$200,000.00","","El Cajon Housing Authority (low and moderate income housing asset fund)","","Outreach Services","","","",NA,"","City of El Cajon|2020","","$0.00","$0.00","784","Crisis Management"
"2206010409-0100.pdf","City of El Cajon","Home Start","Outreach Services",2022,"06/01/22","03/31/23","$155,000.00","","El Cajon Housing Authority (low and moderate income housing asset fund)","","Outreach Services","","","",NA,"","City of El Cajon|2022","","$0.00","$0.00","1308","Crisis Management"
"","City of El Cajon","Home Start","CV Motel Voucher Program",2020,"05/13/20","06/30/21","$145,000.00","1","U.S. Department of Housing and Urban Development","","#N/A","","","",NA,"","City of El Cajon|2020","","$0.00","$0.00","784","Crisis Management"
"","City of El Cajon","Home Start","Scattered Site",2019,"07/01/21","06/30/24","$664,807.00","2","U.S. Department of Housing and Urban Development","","#N/A","","","",NA,"","City of El Cajon|2019","","$0.00","$0.00","787","Crisis Management"
"","City of El Cajon","Interfaith Community Services","Rotational Shelter Program",2016,"07/01/15","06/30/16","$7,614.00","","U.S. Department of Housing and Urban Development","","Emergency Shelter","","","",NA,"","City of El Cajon|2016","","$0.00","$0.00","321","Crisis Management"
"","City of El Cajon","Interfaith Community Services","Rotational Shelter Program",2017,"07/01/16","06/30/17","$10,000.00","","U.S. Department of Housing and Urban Development","","Emergency Shelter","","","",NA,"","City of El Cajon|2017","","$0.00","$0.00","453","Crisis Management"
"","City of El Cajon","Interfaith Community Services","Rotational Shelter Program",2018,"07/01/18","06/30/19","$10,000.00","","U.S. Department of Housing and Urban Development","","Emergency Shelter","","","",NA,"","City of El Cajon|2018","","$0.00","$0.00","580","Crisis Management"
"","City of El Cajon","Interfaith Community Services","Rotational Shelter Program",2019,"07/01/19","06/30/20","$9,861.85","","U.S. Department of Housing and Urban Development","","Emergency Shelter","","","",NA,"","City of El Cajon|2019","","$0.00","$0.00","787","Crisis Management"
"","City of El Cajon","Interfaith Community Services","Rotational Shelter Program",2020,"07/01/20","06/30/21","$10,000.00","","U.S. Department of Housing and Urban Development","","Emergency Shelter","","","",NA,"","City of El Cajon|2020","","$0.00","$0.00","784","Crisis Management"
"","City of El Cajon","Interfaith Community Services","Rotational Shelter Program",2021,"07/01/21","06/30/22","$10,893.00","","U.S. Department of Housing and Urban Development","","Emergency Shelter","","","",NA,"","City of El Cajon|2021","","$0.00","$0.00","738","Crisis Management"
"2110060408-0100.pdf","City of El Cajon","The Salvation Army","Supportive Service- A Way Back Home",2020,"10/06/20","10/05/21","$20,000.00","1","El Cajon Housing Authority (low and moderate income housing asset fund)","","#N/A","","","",NA,"","City of El Cajon|2020","","$0.00","$0.00","784","Diversion"
"","City of El Cajon","The Salvation Army","Supportive Service- A Way Back Home",2021,"10/06/21","10/05/22","$20,000.00","1","El Cajon Housing Authority (low and moderate income housing asset fund)","","#N/A","","","",NA,"","City of El Cajon|2021","","$0.00","$0.00","738","Diversion"
"","City of El Cajon","The Salvation Army","Supportive Service- A Way Back Home",2019,"05/16/19","05/15/20","$10,000.00","","El Cajon Housing Authority (low and moderate income housing asset fund)","","#N/A","","","",NA,"","City of El Cajon|2019","","$0.00","$0.00","787","Diversion"
"","City of La Mesa","","",2015,"","","$0.00","","","","#N/A","","","",NA,"","City of La Mesa|2015","","$0.00","$0.00","19","Other/Unknown"
"","City of La Mesa","","",2016,"","","$0.00","","","","#N/A","","","",NA,"","City of La Mesa|2016","","$0.00","$0.00","31","Other/Unknown"
"","City of La Mesa","","",2017,"","","$0.00","","","","#N/A","","","",NA,"","City of La Mesa|2017","","$0.00","$0.00","25","Other/Unknown"
"","City of La Mesa","","",2018,"","","$0.00","","","","#N/A","","","",NA,"","City of La Mesa|2018","","$0.00","$0.00","39","Other/Unknown"
"","City of La Mesa","","",2019,"","","$0.00","","","","#N/A","","","",NA,"","City of La Mesa|2019","","$0.00","$0.00","46","Other/Unknown"
"2009020609-0100.pdf","City of La Mesa","Home Start","Rental Assistance",2020,"09/03/20","","$150,000.00","","CARES Act","CARES Act","Rental Assistance","","","",NA,"","City of La Mesa|2020","","$0.00","$0.00","52","Prevention"
"","City of La Mesa","Home Start","Rental Assistance",NA,"10/1/20","","$150,000.00","","","","","","","",NA,"","","","","","","Prevention"
"","City of La Mesa","Home Start","Rental Assistance",NA,"","","$124,658.51","","","","","","","",NA,"","","","","","","Prevention"
"","City of La Mesa","Home Start","Rental Assistance",NA,"10/29/20","","$300,000.00","","","","","","","",NA,"","","","","","","Prevention"
"2011190611-0100.pdf","City of La Mesa","PATH","Outreach and General Homelessness Services",2021,"6/24/21","","$5,403.00","","U.S. Department of Housing and Urban Development","CDBG-CV","Outreach Services","","","",NA,"","City of La Mesa|2021","","$0.00","$0.00","0","Crisis Management"
"2011190611-0100.pdf","City of La Mesa","PATH","Outreach and General Homelessness Services",NA,"6/24/21","","$11,275.00","","","","","","","",NA,"","","","","","","Crisis Management"
"2011190611-0100.pdf","City of La Mesa","PATH","Outreach and General Homelessness Services",NA,"6/24/21","","$19,441.00","","","","","","","",NA,"","","","","","","Crisis Management"
"2011190611-0100.pdf","City of La Mesa","PATH","Outreach and General Homelessness Services",NA,"6/24/21","","$11,308.00","","","","","","","",NA,"","","","","","","Crisis Management"
"2109031212-0100.pdf","City of La Mesa","Department of Housing and Community Development","General Funding for Homelessness Services",2021,"09/03/21","06/30/22","$188,809.00","","California Department of Housing and Community Development","Permanent Local Housing Allocation (PLHA) Program – Grant","Supportive Services","","","",NA,"","City of La Mesa|2021","","$0.00","$0.00","0","Crisis Management"
"2109230609-0200.pdf","City of La Mesa","Home Start","Housing Stability Services",2021,"09/23/21","09/30/22","$338,000.00","","U.S. Department of Housing and Urban Development","CDBG-CV","Homelessness Prevention","","","",NA,"","City of La Mesa|2021","","$0.00","$0.00","0","Crisis Management"
"","City of La Mesa","Home Start","Housing Navigation Services",2022,"09/13/22","06/30/25","$574,000.00","","U.S Treasury Department","American Rescue Plan Act (ARPA)","#N/A","","","",NA,"","City of La Mesa|2022","","$0.00","$0.00","53","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"6/30/2020","","$1,233.12","","","CESF 2020-Cororavirus Emergency Supplemental Funding 2020","#N/A","","","",NA,"","44012|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"12/21/2020","","157.62","","","CESF 2020-Cororavirus Emergency Supplemental Funding 2020","#N/A","","","",NA,"","44186|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"1/4/2021","","$74.65","","","CESF 2020-Cororavirus Emergency Supplemental Funding 2020","#N/A","","","",NA,"","44200|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"1/6/2021","","$5,799.84","","","CESF 2020-Cororavirus Emergency Supplemental Funding 2020","#N/A","","","",NA,"","44202|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"1/27/2021","","$117.19","","","CESF 2020-Cororavirus Emergency Supplemental Funding 2020","#N/A","","","",NA,"","44223|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"2/3/2021","","$4,219.07","","","CESF 2020-Cororavirus Emergency Supplemental Funding 2020","#N/A","","","",NA,"","44230|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"2/24/2021","","$109.91","","","CESF 2020-Cororavirus Emergency Supplemental Funding 2020","#N/A","","","",NA,"","44251|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"3/24/2021","","$146.74","","","CESF 2020-Cororavirus Emergency Supplemental Funding 2020","#N/A","","","",NA,"","44279|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"4/14/2021","","$4,444.93","","","CESF 2020-Cororavirus Emergency Supplemental Funding 2020","#N/A","","","",NA,"","44300|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"4/21/2021","","$336.58","","","CESF 2020-Cororavirus Emergency Supplemental Funding 2020","#N/A","","","",NA,"","44307|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"6/30/2021","","$918.03","","","CESF 2020-Cororavirus Emergency Supplemental Funding 2020","#N/A","","","",NA,"","44377|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"6/30/2021","","$425.39","","","CESF 2020-Cororavirus Emergency Supplemental Funding 2020","#N/A","","","",NA,"","44377|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"6/30/2021","","$3,423.38","","","CESF 2020-Cororavirus Emergency Supplemental Funding 2020","#N/A","","","",NA,"","44377|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Sheriff's Department","Hygiene Supplies",NA,"11/3/2021","","$3,838.76","","","CDBG-CV","#N/A","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Gift Cards",NA,"06/09/21","","$2,862.79","","","CDBG-CV","#N/A","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Gift Cards",NA,"06/30/21","","$4,700.02","","","CDBG-CV","#N/A","","","",NA,"","44503|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Gift Cards",NA,"08/25/21","","$3,706.56","","","CDBG-CV","#N/A","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Gift Cards",NA,"09/29/21","","$3,706.56","","","CDBG-CV","#N/A","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Gift Cards",NA,"11/09/21","","$3,706.56","","","CDBG-CV","#N/A","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Gift Cards",NA,"12/01/21","","$2,865.97","","","CDBG-CV","#N/A","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Gift Cards",NA,"12/08/21","","$535","","","CDBG-CV","#N/A","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Gift Cards",NA,"12/21/21","","$400","","","CDBG-CV","#N/A","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Outreach",NA,"12/02/20","","$225.04","","","","Outreach Services","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Outreach",NA,"03/17/21","","$3,538.08","","","","Outreach Services","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Outreach",NA,"03/17/21","","$3,369.60","","","","Outreach Services","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Outreach",NA,"04/14/21","","$3,653.91","","","","Outreach Services","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Outreach",NA,"05/19/21","","$3,706.56","","","","Outreach Services","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of Lemon Grove","Home Start","Outreach",NA,"06/09/21","","$506.81","","","","Outreach Services","","","",NA,"","City of Lemon Grove|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of San Marcos","BREAD OF LIFE RESCUE MISSION","WINTER SHELTER ASSISTANCE",NA,"12/15/16","","14,500.00","","","City Afforable Housing","Shelter","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of San Marcos","INTERFAITH SHELTER NETWORK","ANNUAL WINTER SHELTER ASS",NA,"12/15/2016","","8,400.00","","","City Afforable Housing","#N/A","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of San Marcos","INTERFAITH COMMUNITY SERVICES","WINTER SHELTER ASSISTANCE",NA,"01/25/2017","","15,000.00","","","City Afforable Housing","Shelter","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of San Marcos","OPERATION HOPE- NORTH COUNTY, INC.","WINTER SHELTER ASSISTANCE",NA,"01/25/2017","","25,000.00","","","City Afforable Housing","Shelter","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of San Marcos","SOLUTIONS FOR CHANGE","CITY HOUSING SUPPORT",NA,"09/07/2017","","126,000.00","","","City Afforable Housing","Shelter","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Prevention"
"","City of San Marcos","ALLIANCE FOR REGIONAL SOLUTIONS","HOMELESS SHELTER SUPPORT",NA,"12/07/2017","","66,300.00","","","City Afforable Housing","Shelter","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of San Marcos","ALLIANCE FOR REGIONAL SOLUTIONS","HOMELESS SHELTER SUPPORT",NA,"11/29/18","","125,000.00","","","City Afforable Housing","Shelter","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of San Marcos","ALLIANCE FOR REGIONAL SOLUTIONS","HOMELESS SHELTER SUPPORT",NA,"08/22/19","","125,000.00","","","City Afforable Housing","Shelter","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of San Marcos","ALLIANCE FOR REGIONAL SOLUTIONS","HOMELESS SHELTER SUPPORT",NA,"10/28/20","","125,000.00","","","City Afforable Housing","Shelter","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of San Marcos","ALLIANCE FOR REGIONAL SOLUTIONS","HOMELESS SHELTER SUPPORT",NA,"10/13/21","","125,000.00","","","City Afforable Housing","Shelter","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Crisis Management"
"","City of San Marcos","NORTH COUNTY  LIFELINE, INC.","FAIR HOUSING",NA,"10/15/14","","3,901.26","","","CDBG","Housing Counseling","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Prevention"
"","City of San Marcos","NORTH COUNTY  LIFELINE, INC.","FAIR HOUSING",NA,"01/22/15","","3,672.64","","","CDBG","Housing Counseling","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Prevention"
"","City of San Marcos","NORTH COUNTY  LIFELINE, INC.","FAIR HOUSING",NA,"07/02/15","","7,458.81","","","CDBG","Housing Counseling","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Prevention"
"","City of San Marcos","NORTH COUNTY  LIFELINE, INC.","FAIR HOUSING",NA,"07/02/15","","6,567.29","","","CDBG","Housing Counseling","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Prevention"
"","City of San Marcos","NORTH COUNTY  LIFELINE, INC.","FAIR HOUSING",NA,"11/05/15","","8,798.78","","","CDBG","Housing Counseling","","","",NA,"","City of San Marcos|","","$0.00","$0.00","#N/A","Prevention"
